"MONTH YEAR","Provider Code","Entity Type",Type,"Contract Type","Contract Phase","Credit Limit / Financed Amount","Loan Application Amount",Count,Mean,Median
"May 2023",UB000020,"Universal/Commercial Bank",NON-INSTALLMENT,"Demand Loan Case to Case",Active,"2,147,483,647",0,35,"204,301,543",0
"August 2023",UB000030,"Universal/Commercial Bank",NON-INSTALLMENT,L/C,Active,"2,147,483,647",0,158,"413,206,804","300,000,000"
"July 2023",UB000040,"Universal/Commercial Bank",NON-INSTALLMENT,"Omnibus Line",Active,"200,000,000",0,1,"200,000,000","200,000,000"
"September 2023",UB000060,"Universal/Commercial Bank",INSTALLMENT,"Syndicated Loan",Active,"565,950,000",0,1,"565,950,000","565,950,000"
"August 2023",UB000070,"Universal/Commercial Bank",INSTALLMENT,"Loan Line",Active,"2,147,483,647",0,98,"210,021,711","17,500,000"
"May 2023",UB000080,"Universal/Commercial Bank","CREDIT CARD","Credit Card - Shared Limit",Active,"2,147,483,647",0,"24,013","260,270","84,000"
"September 2023",UB000090,"Universal/Commercial Bank","CREDIT CARD","Credit Card - Shared Limit",Active,"700,000",0,2,"350,000","350,000"
"July 2023",UB000091,"Universal/Commercial Bank",NON-INSTALLMENT,"Credit Line",Active,"780,000,000",0,2,"390,000,000","390,000,000"
"June 2023",UB000100,"Universal/Commercial Bank",INSTALLMENT,"Vehicle Loan",Active,"264,522,479",0,214,"1,236,086","1,005,500"
"June 2023",UB000110,"Universal/Commercial Bank",NON-INSTALLMENT,"Credit Line",Active,"2,147,483,647",0,21,"120,530,486","7,000,000"
"September 2023",UB000120,"Universal/Commercial Bank",INSTALLMENT,"Benefit Loan",Active,"1,525,000",0,9,"169,444","100,000"
"July 2023",UB000130,"Universal/Commercial Bank",NON-INSTALLMENT,"Credit Line",Active,"400,000,000",0,1,"400,000,000","400,000,000"
"September 2023",UB000150,"Universal/Commercial Bank",INSTALLMENT,"Vehicle Loan",Closed,"1,167,900",0,2,"583,950","583,950"
"June 2023",UB000160,"Universal/Commercial Bank",INSTALLMENT,"Short Term Loan",Active,"1,400,000,000",0,2,"700,000,000","700,000,000"
"June 2023",UB000170,"Universal/Commercial Bank",NON-INSTALLMENT,"Omnibus Line",Active,"1,010,700,000",0,1,"1,010,700,000","1,010,700,000"
"September 2023",UB000190,"Universal/Commercial Bank",INSTALLMENT,"Vehicle Loan",Active,"71,300",0,1,"71,300","71,300"
"June 2023",UB000200,"Universal/Commercial Bank",INSTALLMENT,"Unsecured loan",Active,"1,750,000",0,15,"116,667","100,000"
"July 2023",UB000230,"Universal/Commercial Bank",NON-INSTALLMENT,"Omnibus Line",Active,"2,147,483,647",0,10,"808,816,000","548,800,000"
"September 2023",UB000240,"Universal/Commercial Bank",NON-INSTALLMENT,"Omnibus Line",Active,"2,147,483,647",0,909,"8,927,448","3,101,895"
"June 2023",UB000250,"Universal/Commercial Bank",INSTALLMENT,"Benefit Loan",Requested,0,0,3,0,0
"June 2023",UB000260,"Universal/Commercial Bank",NON-INSTALLMENT,"Credit Line",Active,"1,485,100,000",0,14,"106,078,571","14,500,000"
"June 2023",UB000280,"Universal/Commercial Bank",INSTALLMENT,"Vehicle Loan",Active,"5,050,200",0,14,"360,729","350,000"
"September 2023",UB000300,"Universal/Commercial Bank",NON-INSTALLMENT,"Credit Line",Active,"2,147,483,647",0,1,"475,000,000,000","475,000,000,000"
"June 2023",UB000310,"Universal/Commercial Bank",NON-INSTALLMENT,"Omnibus Line",Active,"2,051,819,200",0,3,"683,939,733","275,000,000"
"May 2023",UB000320,"Universal/Commercial Bank",NON-INSTALLMENT,"Omnibus Line",Active,"2,147,483,647",0,25,"577,843,619","224,600,000"
"August 2023",UB000330,"Universal/Commercial Bank","CREDIT CARD","Credit Card",Active,"170,000",0,1,"170,000","170,000"
"June 2023",UB000340,"Universal/Commercial Bank",INSTALLMENT,"Mortgage/Real Estate",Active,"1,443,000",0,1,"1,443,000","1,443,000"
"August 2023",UB001050,"Universal/Commercial Bank",INSTALLMENT,"Term Loan",Requested,0,"145,500,000",2,0,0
"September 2023",UB002950,"Universal/Commercial Bank",NON-INSTALLMENT,"Omnibus Line",Active,"2,147,483,647",0,30,"742,477,600","567,020,000"
"June 2023",UB003260,"Universal/Commercial Bank",INSTALLMENT,"Term Loan",Active,"30,487,000",0,5,"6,097,400","700,000"
"July 2023",UB013580,"Universal/Commercial Bank",INSTALLMENT,"Term Loan",Active,"500,000,000",0,1,"500,000,000","500,000,000"
"June 2023",UB014060,"Universal/Commercial Bank",INSTALLMENT,"Term Loan",Active,"527,286,000",0,7,"75,326,571","70,749,000"
"July 2023",UB016590,"Universal/Commercial Bank",INSTALLMENT,"Syndicated Loan",Active,"411,600,000",0,1,"411,600,000","411,600,000"
"June 2023",UB016620,"Universal/Commercial Bank",INSTALLMENT,"Unsecured loan",Active,"920,235,000",0,"17,104","53,802","35,000"
