"MONTH YEAR","Provider Code","Entity Type",Type,"Contract Type","Contract Phase","Credit Limit / Financed Amount","Loan Application Amount",Count,Mean,Median
"September 2023",CO016740,Cooperative,INSTALLMENT,"Provident Loan",Active,"401,000",0,5,"80,200","100,000"
"September 2023",CO016850,Cooperative,INSTALLMENT,"Unsecured loan",Active,"1,687,000",0,37,"45,595","30,000"
"September 2023",CO017140,Cooperative,INSTALLMENT,"Business Loan",Active,"1,040,000",0,4,"260,000","15,000"
"September 2023",CO017150,Cooperative,INSTALLMENT,"Business Loan",Active,"980,400",0,18,"54,467","42,700"
"September 2023",CO017250,Cooperative,INSTALLMENT,"Personal Loan",Active,"1,076,641",0,30,"35,888","35,986"
"September 2023",CO017260,Cooperative,INSTALLMENT,"Student Loan",Active,"354,500",0,8,"44,313","33,500"
"September 2023",CO017600,Cooperative,INSTALLMENT,"Salary loan",Active,"1,910,000",0,33,"57,879","25,000"
"September 2023",CO017640,Cooperative,INSTALLMENT,"Business Loan",Active,"929,000",0,20,"46,450","34,500"
"September 2023",CO017720,Cooperative,NON-INSTALLMENT,"SWAP Loan",Active,"5,928,087",0,408,"14,530","6,000"
"September 2023",CO017890,Cooperative,INSTALLMENT,"Salary loan",Active,"645,000",0,5,"129,000","70,000"
"September 2023",CO017960,Cooperative,INSTALLMENT,"Business Loan",Active,"350,000",0,9,"38,889","20,000"
"September 2023",CO018100,Cooperative,INSTALLMENT,"Business Loan",Active,"95,000",0,5,"19,000","20,000"
"September 2023",CO018240,Cooperative,INSTALLMENT,"Business Loan",Active,"9,649,950",0,143,"67,482","33,000"
"September 2023",CO018630,Cooperative,INSTALLMENT,"Salary loan",Active,"38,346,000",0,835,"45,923","30,000"
"September 2023",CO019310,Cooperative,INSTALLMENT,"Term Loan",Active,"2,695,000",0,25,"107,800","110,000"
"September 2023",IS009350,Insurance,INSTALLMENT,"Term Loan",Active,"500,000,000",0,1,"500,000,000","500,000,000"
"September 2023",IS010850,Insurance,NON-INSTALLMENT,"Credit Line",Requested,0,"250,000,000",2,0,0
"September 2023",IS011720,Insurance,INSTALLMENT,"Personal Loan",Active,"29,566,100",0,381,"77,601","75,000"
"September 2023",IS012330,Insurance,INSTALLMENT,"Salary loan",Active,"21,917,000",0,144,"152,201","104,500"
"September 2023",IS014350,Insurance,INSTALLMENT,"Salary loan",Active,"10,357,000",0,44,"235,386","196,000"
"September 2023",LS000303,Leasing,INSTALLMENT,"Equipment leasing",Active,"101,640,802",0,7,"14,520,115","10,091,935"
"September 2023",LS000352,Leasing,INSTALLMENT,"Term Loan",Active,"2,726,400",0,3,"908,800","908,800"
"September 2023",LS004100,Leasing,INSTALLMENT,"Vehicle Loan",Active,"23,083,970",0,2,"11,541,985","11,541,985"
"September 2023",LS004110,Leasing,INSTALLMENT,"Salary loan",Active,"1,740,000",0,27,"64,444","50,000"
"September 2023",LS004580,Leasing,INSTALLMENT,"Equipment leasing",Active,"74,126,620",0,17,"4,360,389","3,680,000"
"September 2023",LS005780,Leasing,INSTALLMENT,"Personal Loan",Active,"579,768,698",0,"1,617","358,546","300,000"
"September 2023",LS005810,Leasing,INSTALLMENT,"Equipment leasing",Active,"570,509,894",0,10,"57,050,989","29,410,870"
"September 2023",LS005870,Leasing,INSTALLMENT,"Vehicle Loan",Requested,0,"184,770,000",101,0,0
"September 2023",LS006300,Leasing,INSTALLMENT,"Term Loan",Active,"2,725,332",0,78,"34,940","30,000"
"September 2023",LS006340,Leasing,INSTALLMENT,"Equipment leasing",Requested,0,"5,000,000",1,0,0
"September 2023",LS006600,Leasing,INSTALLMENT,"Term Loan",Active,"106,565,828",0,838,"127,167","88,040"
"September 2023",LS006820,Leasing,INSTALLMENT,"Business Loan",Requested,0,"100,000",2,0,0
"September 2023",LS006940,Leasing,INSTALLMENT,"Business Loan",Active,"227,334,591",0,150,"1,515,564","807,181"
"September 2023",MF006830,Microfinance,INSTALLMENT,"Personal Loan",Active,"136,668,857",0,"7,909","17,280","10,000"
"September 2023",MF011610,Microfinance,INSTALLMENT,"Unsecured loan",Active,"81,273,000",0,"3,567","22,785","20,000"
"September 2023",MF011750,Microfinance,INSTALLMENT,"Business Loan",Active,"113,857,572",0,"6,558","17,362","15,000"
"September 2023",MF011760,Microfinance,INSTALLMENT,"Unsecured loan",Active,"172,229,696",0,"6,340","27,166","15,000"
"September 2023",MF011770,Microfinance,INSTALLMENT,"Unsecured loan",Closed,"62,000",0,3,"20,667","23,000"
"September 2023",MF015120,Microfinance,INSTALLMENT,"Business Loan",Active,"144,189,066",0,"10,331","13,957","10,000"
"September 2023",MF016330,Microfinance,INSTALLMENT,"Personal Loan",Active,"43,905,000",0,"3,058","14,357","10,000"
"September 2023",MF016460,Microfinance,INSTALLMENT,"Term Loan",Active,"2,800,000",0,2,"1,400,000","1,400,000"
"September 2023",MF016670,Microfinance,INSTALLMENT,"Unsecured loan",Active,"3,790,000",0,371,"10,216","9,000"
"September 2023",MF016780,Microfinance,INSTALLMENT,"Unsecured loan",Active,"102,480,500",0,"8,613","11,898","10,000"
"September 2023",MF016880,Microfinance,INSTALLMENT,"Unsecured loan",Active,"9,357,000",0,461,"20,297","8,000"
"September 2023",MF017210,Microfinance,INSTALLMENT,"Unsecured loan",Active,"85,106,000",0,"6,911","12,315","10,000"
"September 2023",MF017220,Microfinance,INSTALLMENT,"Unsecured loan",Active,"226,806,868",0,"16,319","13,898","10,000"
"September 2023",MF017350,Microfinance,INSTALLMENT,"Unsecured loan",Active,"389,918,257",0,"27,696","14,079","10,000"
"September 2023",MF017530,Microfinance,INSTALLMENT,"Agricultural Loan",Active,"13,336,407",0,534,"24,975","15,000"
"September 2023",MF017550,Microfinance,INSTALLMENT,"Unsecured loan",Active,"8,704,695",0,631,"13,795","10,000"
"September 2023",MF017620,Microfinance,INSTALLMENT,"Unsecured loan",Active,"146,848,000",0,"11,766","12,481","10,000"
"September 2023",MF017950,Microfinance,INSTALLMENT,"Unsecured loan",Active,"43,986,500",0,"2,848","15,445","12,000"
"September 2023",MF018220,Microfinance,INSTALLMENT,"Unsecured loan",Active,"42,286,748",0,"3,010","14,049","10,000"
"September 2023",MF018270,Microfinance,INSTALLMENT,"Unsecured loan",Active,"64,319,700",0,"4,745","13,555","10,000"
"September 2023",MF018280,Microfinance,INSTALLMENT,"Unsecured loan",Active,"4,484,560",0,341,"13,151","9,000"
"September 2023",MF018330,Microfinance,INSTALLMENT,"Unsecured loan",Active,"2,098,000",0,90,"23,311","16,000"
"September 2023",MF018760,Microfinance,INSTALLMENT,"Business Loan",Active,"49,121,000",0,"2,653","18,515","15,000"
"September 2023",MF019190,Microfinance,INSTALLMENT,"Unsecured loan",Active,"110,065,000",0,"2,903","37,914","30,000"
"September 2023",OT001620,Others,INSTALLMENT,"Salary loan",Active,"343,000",0,7,"49,000","40,000"
"September 2023",OT001690,Others,INSTALLMENT,"Business Loan",Active,"16,844,000",0,144,"116,972","60,000"
"September 2023",OT002060,Others,INSTALLMENT,"Term Loan",Active,0,0,14,0,0
"September 2023",OT002490,Others,INSTALLMENT,"Business Loan",Active,"224,662,000",0,256,"877,586","500,000"
"September 2023",OT002820,Others,INSTALLMENT,"Unsecured loan",Active,"1,675,000",0,11,"152,273","129,000"
"September 2023",OT003150,Others,INSTALLMENT,"Time Loan",Active,"86,041,028",0,10,"8,604,103","7,308,495"
"September 2023",OT005160,Others,INSTALLMENT,"Business Loan",Active,"580,000",0,7,"82,857","50,000"
"September 2023",OT009120,Others,INSTALLMENT,"Personal Loan",Active,"115,760,522",0,559,"207,085","160,163"
"September 2023",OT009351,Others,INSTALLMENT,"Syndicated Loan",Requested,0,"3,801",1,0,0
"September 2023",OT009430,Others,INSTALLMENT,"Term Loan",Active,"31,496,000",0,143,"220,252","200,000"
"September 2023",OT010730,Others,INSTALLMENT,"Student Loan",Active,"200,853",0,6,"33,476","31,692"
"September 2023",OT015630,Others,INSTALLMENT,"Term Loan",Active,"1,590,000",0,14,"113,571","96,000"
"September 2023",OT018840,Others,INSTALLMENT,"Salary loan",Active,"38,188,275",0,771,"49,531","37,258"
"September 2023",PF000224,"Private Financing",INSTALLMENT,"Benefit Loan",Requested,0,0,2,0,0
"September 2023",PF000990,"Private Financing","CREDIT CARD","Credit Card",Active,"35,872,200",0,"3,095","11,590","5,000"
"September 2023",PF001030,"Private Financing",INSTALLMENT,"Unsecured loan",Active,"99,483,044",0,"4,832","20,588","16,688"
"September 2023",PF002420,"Private Financing",INSTALLMENT,"Business Loan",Active,"300,000",0,1,"300,000","300,000"
"September 2023",PF004320,"Private Financing",INSTALLMENT,"Business Loan",Active,"939,000",0,25,"37,560","22,000"
"September 2023",PF004360,"Private Financing",INSTALLMENT,"Business Loan",Requested,0,"106,000,000",42,0,0
"September 2023",PF004550,"Private Financing",INSTALLMENT,"Personal Loan",Active,"2,370,200",0,14,"169,300","169,300"
"September 2023",PF004620,"Private Financing",INSTALLMENT,"Vehicle Loan",Active,"1,892,865,371",0,"22,817","82,959","72,900"
"September 2023",PF004700,"Private Financing",INSTALLMENT,"Business Loan",Active,"545,000",0,10,"54,500","45,000"
"September 2023",PF004980,"Private Financing",INSTALLMENT,"Business Loan",Requested,0,"297,500,000",64,0,0
"September 2023",PF005580,"Private Financing",INSTALLMENT,"Personal Loan",Active,"40,000",0,1,"40,000","40,000"
"September 2023",PF005930,"Private Financing",INSTALLMENT,"Personal Loan",Active,"2,147,483,647",0,"7,925","363,066","279,300"
"September 2023",PF006080,"Private Financing",INSTALLMENT,"Personal Loan",Active,"5,044,985",0,217,"23,249","20,160"
"September 2023",PF006430,"Private Financing",INSTALLMENT,"Mortgage/Real Estate",Active,"1,424,167",0,7,"203,452","47,500"
"September 2023",PF006540,"Private Financing","CREDIT CARD","Revolving Credit",Requested,0,"7,000,000",3,0,0
"September 2023",PF006550,"Private Financing",INSTALLMENT,"Business Loan",Active,"205,000",0,4,"51,250","42,500"
"September 2023",PF006670,"Private Financing",INSTALLMENT,"Personal Loan","Closed in advance","118,160",0,13,"9,089","4,906"
"September 2023",PF006950,"Private Financing",INSTALLMENT,"Personal Loan",Active,"110,000",0,1,"110,000","110,000"
"September 2023",PF007220,"Private Financing",INSTALLMENT,"Short Term Loan",Active,"17,990,000",0,107,"168,131","150,000"
"September 2023",PF007400,"Private Financing",INSTALLMENT,"Personal Loan",Active,"57,647,520",0,218,"264,438","192,588"
"September 2023",PF007540,"Private Financing",INSTALLMENT,"Salary loan",Requested,0,"320,000",5,0,0
"September 2023",PF007580,"Private Financing",INSTALLMENT,"Benefit Loan",Requested,0,0,8,0,0
"September 2023",PF007870,"Private Financing",INSTALLMENT,"Vehicle Loan",Requested,0,0,16,0,0
"September 2023",PF007950,"Private Financing",INSTALLMENT,"Personal Loan",Active,"1,128,500",0,55,"20,518","21,200"
"September 2023",PF007960,"Private Financing",INSTALLMENT,"Personal Loan",Active,"42,873,775",0,"1,617","26,514","21,000"
"September 2023",PF008010,"Private Financing",INSTALLMENT,"Term Loan",Active,"278,000",0,6,"46,333","47,000"
"September 2023",PF008020,"Private Financing",INSTALLMENT,"Term Loan",Active,"628,500",0,16,"39,281","43,750"
"September 2023",PF008300,"Private Financing",INSTALLMENT,"Business Loan",Requested,0,"9,500,000",1,0,0
"September 2023",PF009080,"Private Financing",INSTALLMENT,"Term Loan",Active,"1,019,800",0,21,"48,562","33,600"
"September 2023",PF009100,"Private Financing",INSTALLMENT,"Term Loan",Active,"2,044,200",0,33,"61,945","37,500"
"September 2023",PF009180,"Private Financing",INSTALLMENT,"Term Loan",Active,"297,800",0,10,"29,780","26,700"
"September 2023",PF009190,"Private Financing",INSTALLMENT,"Term Loan",Active,"2,990,300",0,72,"41,532","34,200"
"September 2023",PF009200,"Private Financing",INSTALLMENT,"Term Loan",Active,"1,238,400",0,23,"53,843","45,000"
"September 2023",PF009640,"Private Financing",INSTALLMENT,"Personal Loan",Active,"514,438,000",0,"34,660","14,842","10,000"
"September 2023",PF009690,"Private Financing",INSTALLMENT,"Business Loan",Active,"6,720,000",0,7,"960,000","1,050,000"
"September 2023",PF010260,"Private Financing",INSTALLMENT,"Benefit Loan",Active,"13,200",0,1,"13,200","13,200"
"September 2023",PF012460,"Private Financing",INSTALLMENT,"Short Term Loan",Closed,"49,500",0,17,"2,912","3,000"
"September 2023",PF012770,"Private Financing",INSTALLMENT,"Salary loan",Active,"1,555,183",0,57,"27,284","27,170"
"September 2023",PF014020,"Private Financing",INSTALLMENT,"Vehicle leasing",Active,"155,941,128",0,266,"586,245","502,000"
"September 2023",PF014750,"Private Financing",INSTALLMENT,"Equipment leasing",Active,"18,189,461",0,8,"2,273,683","617,886"
"September 2023",PF014790,"Private Financing",INSTALLMENT,"Personal Loan",Requested,0,0,2,0,0
"September 2023",PF014830,"Private Financing",INSTALLMENT,"Personal Loan",Requested,0,"425,000",12,0,0
"September 2023",PF014980,"Private Financing",INSTALLMENT,"Personal Loan",Active,"4,855,300",0,458,"10,601","10,100"
"September 2023",PF015180,"Private Financing","CREDIT CARD","Credit Card",Requested,0,"7,858,421",139,0,0
"September 2023",PF015360,"Private Financing",INSTALLMENT,"Salary loan",Requested,0,0,20,0,0
"September 2023",PF015490,"Private Financing",INSTALLMENT,"Salary loan",Active,"644,108",0,4,"161,027","159,676"
"September 2023",PF015710,"Private Financing",NON-INSTALLMENT,"Credit Line",Closed,0,0,1,0,0
"September 2023",PF016020,"Private Financing",NON-INSTALLMENT,"Credit Line",Closed,"12,176,800",0,"29,365",415,200
"September 2023",PF016050,"Private Financing",NON-INSTALLMENT,"Credit Line",Requested,0,"17,800,000",178,0,0
"September 2023",PF016480,"Private Financing",INSTALLMENT,"Personal Loan",Active,"45,000",0,1,"45,000","45,000"
"September 2023",PF016660,"Private Financing",INSTALLMENT,"Personal Loan",Active,"3,620,780",0,199,"18,195","16,560"
"September 2023",PF016720,"Private Financing",INSTALLMENT,"Benefit Loan",Requested,0,"1,000,000",1,0,0
"September 2023",PF016950,"Private Financing",INSTALLMENT,"Unsecured loan",Active,"25,539,232",0,"1,007","25,362","8,456"
"September 2023",PF016970,"Private Financing",INSTALLMENT,"Personal Loan",Active,"2,495,000",0,117,"21,325","21,000"
"September 2023",PF016980,"Private Financing",INSTALLMENT,"Salary loan",Active,"110,000",0,4,"27,500","25,000"
"September 2023",PF016990,"Private Financing",INSTALLMENT,"Mortgage/Real Estate",Active,"450,000",0,2,"225,000","225,000"
"September 2023",PF017000,"Private Financing",INSTALLMENT,"Salary loan",Active,"155,000",0,8,"19,375","17,500"
"September 2023",PF017100,"Private Financing",INSTALLMENT,"Term Loan",Active,"506,700",0,9,"56,300","33,000"
"September 2023",PF017110,"Private Financing",INSTALLMENT,"Personal Loan",Active,"1,880,000",0,415,"4,530","3,000"
"September 2023",PF017170,"Private Financing",INSTALLMENT,"Term Loan",Active,"2,017,200",0,37,"54,519","45,600"
"September 2023",PF017290,"Private Financing",INSTALLMENT,"Salary loan",Active,"122,000",0,3,"40,667","12,000"
"September 2023",PF017320,"Private Financing",INSTALLMENT,"Term Loan",Active,"155,500,763",0,"159,169",977,498
"September 2023",PF017590,"Private Financing",INSTALLMENT,"Benefit Loan",Requested,0,0,1,0,0
"September 2023",PF017670,"Private Financing",INSTALLMENT,"Term Loan",Active,"135,000",0,4,"33,750","32,500"
"September 2023",PF017710,"Private Financing",INSTALLMENT,"Vehicle Loan",Active,"1,205,000",0,3,"401,667","280,000"
"September 2023",PF017770,"Private Financing",INSTALLMENT,"Personal Loan",Requested,0,0,"39,631",0,0
"September 2023",PF017810,"Private Financing",INSTALLMENT,"Short Term Loan",Active,"2,432,000",0,"1,391","1,748","1,000"
"September 2023",PF017830,"Private Financing",INSTALLMENT,"Term Loan",Active,"875,300",0,20,"43,765","38,250"
"September 2023",PF017840,"Private Financing",INSTALLMENT,"Term Loan",Active,"172,200",0,5,"34,440","24,000"
"September 2023",PF017850,"Private Financing",INSTALLMENT,"Term Loan",Active,"619,000",0,12,"51,583","46,800"
"September 2023",PF017920,"Private Financing",INSTALLMENT,"Unsecured loan",Active,"273,356,508",0,"1,837","148,806","136,941"
"September 2023",PF017980,"Private Financing",INSTALLMENT,"Equipment leasing",Active,"52,033,755",0,8,"6,504,219","6,103,392"
"September 2023",PF018000,"Private Financing",INSTALLMENT,"Term Loan",Active,"6,387,725",0,113,"56,529","45,000"
"September 2023",PF018020,"Private Financing",INSTALLMENT,"Personal Loan",Active,"14,254,573",0,"1,815","7,854","6,000"
"September 2023",PF018050,"Private Financing",INSTALLMENT,"Personal Loan",Active,"1,427,000",0,85,"16,788","20,000"
"September 2023",PF018060,"Private Financing",INSTALLMENT,"Salary loan",Active,"192,500",0,54,"3,565","3,000"
"September 2023",PF018070,"Private Financing",INSTALLMENT,"Short Term Loan",Active,"20,000",0,1,"20,000","20,000"
"September 2023",PF018090,"Private Financing",INSTALLMENT,"Business Loan",Requested,0,"70,000,000",13,0,0
"September 2023",PF018150,"Private Financing",INSTALLMENT,"Salary loan",Active,"86,471,715",0,"16,932","5,107","2,500"
"September 2023",PF018170,"Private Financing",NON-INSTALLMENT,"Credit Line",Requested,0,"1,646,435,000","329,287",0,0
"September 2023",PF018370,"Private Financing",INSTALLMENT,"Business Loan",Active,"5,000,000",0,2,"2,500,000","2,500,000"
"September 2023",PF018540,"Private Financing",INSTALLMENT,"Business Loan",Active,"7,812,533",0,25,"312,501","300,000"
"September 2023",PF018750,"Private Financing",INSTALLMENT,"Personal Loan",Active,"61,544,434",0,"14,159","4,347","2,000"
"September 2023",PF018860,"Private Financing",INSTALLMENT,"Salary loan",Active,"14,689,440",0,735,"19,986","16,000"
"September 2023",PF018880,"Private Financing",INSTALLMENT,"Vehicle Loan",Active,"155,000",0,5,"31,000","30,000"
"September 2023",PF018960,"Private Financing",NON-INSTALLMENT,"Credit Line",Requested,0,"12,298,443","3,898",0,0
"September 2023",PF019020,"Private Financing",INSTALLMENT,"Business Loan",Active,"2,150,000",0,6,"358,333","400,000"
"September 2023",PF019030,"Private Financing",INSTALLMENT,"Vehicle Loan",Active,"37,133,770",0,58,"640,237","613,875"
