"MONTH YEAR","Provider Code","Entity Type",Type,"Contract Type","Contract Phase","Credit Limit / Financed Amount","Loan Application Amount",Count,Mean,Median
"September 2023",PF019210,"Private Financing",INSTALLMENT,"Personal Loan",Active,"347,700",0,117,"2,972","3,000"
"September 2023",PF019290,"Private Financing",INSTALLMENT,"Personal Loan",Active,"65,575,252",0,"5,964","10,995","13,299"
"September 2023",PF019520,"Private Financing",INSTALLMENT,"Salary loan",Active,"694,090",0,44,"15,775","10,450"
"September 2023",PF019590,"Private Financing",INSTALLMENT,"Personal Loan",Active,"1,582,000",0,19,"83,263","100,000"
"September 2023",RB000930,"Rural Bank",INSTALLMENT,"Time Loan",Active,"51,456,000",0,34,"1,513,412","750,000"
"September 2023",RB001020,"Rural Bank",INSTALLMENT,"Time Loan",Active,"6,251,000",0,28,"223,250","141,500"
"September 2023",RB001150,"Rural Bank",INSTALLMENT,"Salary loan",Active,"7,016,000",0,84,"83,524","86,500"
"September 2023",RB001160,"Rural Bank",INSTALLMENT,"Time Loan",Active,"8,700,000",0,8,"1,087,500","850,000"
"September 2023",RB001180,"Rural Bank",INSTALLMENT,"Business Loan",Active,"77,550,000",0,28,"2,769,643","1,500,000"
"September 2023",RB001200,"Rural Bank",INSTALLMENT,"Salary loan",Active,"18,348,900",0,226,"81,190","23,000"
"September 2023",RB001230,"Rural Bank",INSTALLMENT,"Term Loan",Active,"25,819,000",0,101,"255,634","200,000"
"September 2023",RB001240,"Rural Bank",INSTALLMENT,"Time Loan",Active,"140,000",0,1,"140,000","140,000"
"September 2023",RB001250,"Rural Bank",INSTALLMENT,"Real estate leasing",Active,"15,000",0,1,"15,000","15,000"
"September 2023",RB001260,"Rural Bank",INSTALLMENT,"Business Loan",Active,"230,000",0,2,"115,000","115,000"
"September 2023",RB001290,"Rural Bank",INSTALLMENT,"Personal Loan",Active,"27,164,500",0,278,"97,714","29,000"
"September 2023",RB001310,"Rural Bank",INSTALLMENT,"Business Loan",Active,"16,950,000",0,19,"892,105","600,000"
"September 2023",RB001360,"Rural Bank",INSTALLMENT,"Benefit Loan",Active,"166,000",0,2,"83,000","83,000"
"September 2023",RB001390,"Rural Bank",INSTALLMENT,"Real estate leasing",Requested,0,"500,000",1,0,0
"September 2023",RB001470,"Rural Bank",INSTALLMENT,"Business Loan",Active,"153,500",0,1,"153,500","153,500"
"September 2023",RB001490,"Rural Bank",INSTALLMENT,"Business Loan",Active,"5,502,000",0,67,"82,119","80,000"
"September 2023",RB001510,"Rural Bank",INSTALLMENT,"Term Loan",Active,"835,500",0,4,"208,875","100,000"
"September 2023",RB001550,"Rural Bank",INSTALLMENT,"Salary loan",Active,"130,000",0,2,"65,000","65,000"
"September 2023",RB001570,"Rural Bank",INSTALLMENT,"Time Loan",Active,"1,700,000",0,2,"850,000","850,000"
"September 2023",RB001600,"Rural Bank",INSTALLMENT,"Agricultural Loan",Active,"200,000",0,1,"200,000","200,000"
"September 2023",RB001670,"Rural Bank",INSTALLMENT,"Unsecured loan",Closed,"50,000",0,1,"50,000","50,000"
"September 2023",RB001700,"Rural Bank",INSTALLMENT,"Mortgage/Real Estate",Requested,0,"79,000,000",9,0,0
"September 2023",RB001750,"Rural Bank",INSTALLMENT,"Business Loan",Active,"11,000,000",0,3,"3,666,667","4,500,000"
"September 2023",RB001790,"Rural Bank",INSTALLMENT,"Unsecured loan",Active,"250,000",0,3,"83,333","30,000"
"September 2023",RB001810,"Rural Bank",INSTALLMENT,"Personal Loan",Active,"63,886,000",0,317,"201,533","150,000"
"September 2023",RB001830,"Rural Bank",INSTALLMENT,"Salary loan",Active,"2,010,000",0,22,"91,364","67,500"
"September 2023",RB001900,"Rural Bank",INSTALLMENT,"Short Term Loan",Active,"160,000",0,1,"160,000","160,000"
"September 2023",RB001910,"Rural Bank",INSTALLMENT,"Term Loan",Active,"20,061,500",0,165,"121,585","65,000"
"September 2023",RB001960,"Rural Bank",INSTALLMENT,"Unsecured loan",Active,"70,000",0,1,"70,000","70,000"
"September 2023",RB001970,"Rural Bank",INSTALLMENT,"Salary loan",Active,"120,000",0,2,"60,000","60,000"
"September 2023",RB002130,"Rural Bank",INSTALLMENT,"Personal Loan",Active,"32,540,960",0,101,"322,188","120,000"
"September 2023",RB002290,"Rural Bank",INSTALLMENT,"Equipment leasing",Requested,0,"10,200,000",1,0,0
"September 2023",RB002320,"Rural Bank",INSTALLMENT,"Time Loan",Active,"213,000",0,4,"53,250","55,000"
"September 2023",RB002360,"Rural Bank",INSTALLMENT,"Business Loan",Active,"26,525,000",0,9,"2,947,222","1,070,000"
"September 2023",RB002380,"Rural Bank",INSTALLMENT,"Business Loan",Active,"25,465,000",0,24,"1,061,042","150,000"
"September 2023",RB002390,"Rural Bank",INSTALLMENT,"Business Loan",Active,"1,425,000",0,1,"1,425,000","1,425,000"
"September 2023",RB002410,"Rural Bank",INSTALLMENT,"Unsecured loan",Active,"40,000",0,1,"40,000","40,000"
"September 2023",RB002470,"Rural Bank",INSTALLMENT,"Business Loan",Active,"2,233,000",0,5,"446,600","300,000"
"September 2023",RB002480,"Rural Bank",INSTALLMENT,"Salary loan",Active,"196,000",0,3,"65,333","60,000"
"September 2023",RB002500,"Rural Bank",INSTALLMENT,"Personal Loan",Active,"19,383,000",0,167,"116,066","120,000"
"September 2023",RB002510,"Rural Bank",INSTALLMENT,"Salary loan",Active,"5,412,551",0,3,"1,804,184","1,000,000"
"September 2023",RB002550,"Rural Bank",INSTALLMENT,"Business Loan",Active,"600,000",0,1,"600,000","600,000"
"September 2023",RB002680,"Rural Bank",INSTALLMENT,"Term Loan",Active,"6,470,000",0,60,"107,833","60,000"
"September 2023",RB002700,"Rural Bank",INSTALLMENT,"Time Loan",Active,"700,000",0,3,"233,333","100,000"
"September 2023",RB002710,"Rural Bank",INSTALLMENT,"Business Loan",Requested,0,"200,000",1,0,0
"September 2023",RB002860,"Rural Bank",INSTALLMENT,"Salary loan",Active,"14,870,000",0,107,"138,972","130,000"
"September 2023",RB002870,"Rural Bank",INSTALLMENT,"Business Loan",Active,"715,000",0,3,"238,333","40,000"
"September 2023",RB002890,"Rural Bank",NON-INSTALLMENT,"Credit Line",Requested,0,"8,500,000",15,0,0
"September 2023",RB002940,"Rural Bank",INSTALLMENT,"Salary loan",Active,"495,000",0,8,"61,875","50,000"
"September 2023",RB003010,"Rural Bank",INSTALLMENT,"Business Loan",Active,"186,000",0,3,"62,000","75,000"
"September 2023",RB003030,"Rural Bank",INSTALLMENT,"Short Term Loan",Active,"3,968,000",0,29,"136,828","75,000"
"September 2023",RB003050,"Rural Bank",INSTALLMENT,"Business Loan",Requested,0,"150,000",1,0,0
"September 2023",RB003090,"Rural Bank",INSTALLMENT,"Benefit Loan",Active,"76,000",0,2,"38,000","38,000"
"September 2023",RB003100,"Rural Bank",INSTALLMENT,"Trust Loan",Active,"85,000",0,2,"42,500","42,500"
"September 2023",RB003180,"Rural Bank",INSTALLMENT,"Unsecured loan",Active,"1,140,000",0,13,"87,692","100,000"
"September 2023",RB003220,"Rural Bank",INSTALLMENT,"Salary loan",Requested,0,"160,000",3,0,0
"September 2023",RB003290,"Rural Bank",INSTALLMENT,"Personal Loan",Active,"53,332,200",0,353,"151,083","40,000"
"September 2023",RB003300,"Rural Bank",INSTALLMENT,"Short Term Loan",Active,"3,767,800",0,14,"269,129","109,000"
"September 2023",RB003330,"Rural Bank",NON-INSTALLMENT,"Credit Line",Active,"20,180,000",0,36,"560,556","350,000"
"September 2023",RB003580,"Rural Bank",INSTALLMENT,"Salary loan",Active,"24,300",0,1,"24,300","24,300"
"September 2023",RB003660,"Rural Bank",INSTALLMENT,"Business Loan",Requested,0,"5,100,000",2,0,0
"September 2023",RB003950,"Rural Bank",INSTALLMENT,"Personal Loan",Active,"17,843,500",0,44,"405,534","93,000"
"September 2023",RB004010,"Rural Bank",INSTALLMENT,"Personal Loan",Active,"10,470,000",0,41,"255,366","300,000"
"September 2023",RB004040,"Rural Bank",INSTALLMENT,"Business Loan",Active,"9,051,900",0,93,"97,332","20,000"
"September 2023",RB004060,"Rural Bank",INSTALLMENT,"Business Loan",Active,"6,119,400",0,4,"1,529,850","1,534,700"
"September 2023",RB004130,"Rural Bank",INSTALLMENT,"Unsecured loan",Active,"127,000",0,2,"63,500","63,500"
"September 2023",RB004170,"Rural Bank",INSTALLMENT,"Unsecured loan",Active,"3,469,380",0,44,"78,850","75,700"
"September 2023",RB004180,"Rural Bank",INSTALLMENT,"Time Loan",Active,"41,879,000",0,33,"1,269,061","250,000"
"September 2023",RB004330,"Rural Bank",INSTALLMENT,"Personal Loan",Active,"5,200,000",0,8,"650,000","550,000"
"September 2023",RB004380,"Rural Bank",INSTALLMENT,"Vehicle leasing",Requested,0,"50,000",1,0,0
"September 2023",RB004400,"Rural Bank",INSTALLMENT,"Loan Line",Active,"950,000",0,3,"316,667","400,000"
"September 2023",RB004420,"Rural Bank",INSTALLMENT,"Business Loan",Active,"15,499,000",0,8,"1,937,375","1,174,500"
"September 2023",RB004440,"Rural Bank",INSTALLMENT,"Agricultural Loan",Active,"10,000,000",0,1,"10,000,000","10,000,000"
"September 2023",RB004590,"Rural Bank",INSTALLMENT,"Benefit Loan",Active,"1,591,000",0,42,"37,881","30,000"
"September 2023",RB004610,"Rural Bank",INSTALLMENT,"Mortgage/Real Estate",Active,"8,314,000",0,7,"1,187,714","900,000"
"September 2023",RB004670,"Rural Bank",INSTALLMENT,"Business Loan",Active,"277,466",0,9,"30,830","11,530"
"September 2023",RB004710,"Rural Bank",INSTALLMENT,"Business Loan",Active,"39,000",0,1,"39,000","39,000"
"September 2023",RB004860,"Rural Bank",INSTALLMENT,"Unsecured loan",Active,"27,322,200",0,138,"197,987","184,500"
"September 2023",RB004920,"Rural Bank",INSTALLMENT,"Personal Loan",Active,"145,651,800",0,495,"294,246","90,000"
"September 2023",RB005010,"Rural Bank",INSTALLMENT,"Unsecured loan",Active,"40,000",0,1,"40,000","40,000"
"September 2023",RB005030,"Rural Bank",INSTALLMENT,"Unsecured loan",Active,"1,076,000",0,20,"53,800","14,000"
"September 2023",RB005060,"Rural Bank",INSTALLMENT,"Salary loan",Active,"2,800,000",0,2,"1,400,000","1,400,000"
"September 2023",RB005330,"Rural Bank",INSTALLMENT,"Salary loan",Active,"50,000",0,1,"50,000","50,000"
"September 2023",RB005630,"Rural Bank",INSTALLMENT,"Unsecured loan",Active,"15,936,900",0,48,"332,019","250,000"
"September 2023",RB005850,"Rural Bank",INSTALLMENT,"Business Loan",Active,"11,600,000",0,4,"2,900,000","2,650,000"
"September 2023",RB005920,"Rural Bank",INSTALLMENT,"Unsecured loan",Active,"87,795,584",0,"9,997","8,782","10,000"
"September 2023",RB006150,"Rural Bank",INSTALLMENT,"Business Loan",Active,"14,210,000",0,10,"1,421,000","1,055,000"
"September 2023",RB006330,"Rural Bank",INSTALLMENT,"Term Loan",Active,"1,865,000",0,14,"133,214","42,500"
"September 2023",RB006580,"Rural Bank",INSTALLMENT,"Business Loan",Active,"1,800,000",0,2,"900,000","900,000"
"September 2023",RB008970,"Rural Bank",INSTALLMENT,"Term Loan",Active,"149,481,254",0,100,"1,494,813","500,000"
"September 2023",RB010100,"Rural Bank",INSTALLMENT,"Business Loan",Requested,0,"4,700,000",4,0,0
"September 2023",RB012000,"Rural Bank",INSTALLMENT,"Term Loan",Active,"34,285,000",0,67,"511,716","200,000"
"September 2023",RB014360,"Rural Bank",INSTALLMENT,"Agricultural Loan",Active,"3,300,000",0,2,"1,650,000","1,650,000"
"September 2023",RB017940,"Rural Bank",INSTALLMENT,"Salary loan",Active,"159,900",0,4,"39,975","39,950"
"September 2023",TB000081,"Thrift Bank",INSTALLMENT,"Mortgage/Real Estate",Active,"51,078,920",0,9,"5,675,436","5,939,347"
"September 2023",TB000101,"Thrift Bank",NON-INSTALLMENT,"Credit Line",Requested,0,"2,147,483,647",282,0,0
"September 2023",TB000221,"Thrift Bank",INSTALLMENT,"Benefit Loan",Active,"430,000",0,2,"215,000","215,000"
"September 2023",TB000351,"Thrift Bank",INSTALLMENT,"Salary loan",Active,"507,781,419",0,"1,885","269,380","200,000"
"September 2023",TB000360,"Thrift Bank",INSTALLMENT,"Business Loan",Active,"64,000,000",0,21,"3,047,619","2,500,000"
"September 2023",TB000370,"Thrift Bank",NON-INSTALLMENT,"Demand Loan Case to Case",Active,"113,046,596",0,8,"14,130,825","11,196,798"
"September 2023",TB000410,"Thrift Bank",NON-INSTALLMENT,L/C,Requested,0,"7,700,000",27,0,0
"September 2023",TB000510,"Thrift Bank",NON-INSTALLMENT,"Credit Line",Requested,0,"1,100,000",3,0,0
"September 2023",TB000520,"Thrift Bank",INSTALLMENT,"Business Loan",Active,"12,940,000",0,12,"1,078,333","990,000"
"September 2023",TB000540,"Thrift Bank",NON-INSTALLMENT,"Omnibus Line",Active,"6,000,000",0,1,"6,000,000","6,000,000"
"September 2023",TB000560,"Thrift Bank",INSTALLMENT,"Business Loan",Active,"1,050,000",0,2,"525,000","525,000"
"September 2023",TB000600,"Thrift Bank",INSTALLMENT,"Vehicle leasing",Requested,0,"2,200,700",3,0,0
"September 2023",TB000680,"Thrift Bank",INSTALLMENT,"Business Loan",Active,"335,894,000",0,19,"17,678,632","6,000,000"
"September 2023",TB000690,"Thrift Bank",INSTALLMENT,"Personal Loan",Active,"1,480,000",0,12,"123,333","110,000"
"September 2023",TB000720,"Thrift Bank",NON-INSTALLMENT,"Demand Loan Case to Case",Active,"1,800,000",0,1,"1,800,000","1,800,000"
"September 2023",TB001040,"Thrift Bank",INSTALLMENT,"Salary loan",Active,"150,000",0,1,"150,000","150,000"
"September 2023",TB002530,"Thrift Bank",INSTALLMENT,"Term Loan",Requested,0,"13,000,000",8,0,0
"September 2023",TB002630,"Thrift Bank",INSTALLMENT,"Business Loan",Active,"6,596,000",0,40,"164,900","100,000"
"September 2023",TB002810,"Thrift Bank",INSTALLMENT,"Salary loan",Active,"2,340,500",0,32,"73,141","50,000"
"September 2023",TB003200,"Thrift Bank",INSTALLMENT,"Salary loan",Active,"1,247,000",0,22,"56,682","50,000"
"September 2023",TB004120,"Thrift Bank",NON-INSTALLMENT,"Credit Line",Active,"99,270,000",0,13,"7,636,154","5,000,000"
"September 2023",TB005190,"Thrift Bank",INSTALLMENT,"Time Loan",Active,"1,442,000",0,9,"160,222","80,000"
"September 2023",TB007390,"Thrift Bank",INSTALLMENT,"Vehicle Loan",Requested,0,0,1,0,0
"September 2023",TB017800,"Thrift Bank",INSTALLMENT,"Salary loan",Active,"6,380,000",0,159,"40,126","30,000"
"September 2023",UB000020,"Universal/Commercial Bank",NON-INSTALLMENT,"Demand Loan Case to Case",Active,"2,147,483,647",0,22,"412,633,182","375,000,000"
"September 2023",UB000060,"Universal/Commercial Bank",INSTALLMENT,"Syndicated Loan",Active,"565,950,000",0,1,"565,950,000","565,950,000"
"September 2023",UB000070,"Universal/Commercial Bank","CREDIT CARD","Credit Card",Active,"42,011,587",0,461,"91,131","40,000"
"September 2023",UB000080,"Universal/Commercial Bank","CREDIT CARD","Credit Card - Shared Limit",Active,"2,147,483,647",0,"40,700","263,979","90,000"
"September 2023",UB000090,"Universal/Commercial Bank","CREDIT CARD","Credit Card - Shared Limit",Active,"700,000",0,2,"350,000","350,000"
"September 2023",UB000091,"Universal/Commercial Bank",NON-INSTALLMENT,"Credit Line",Active,"140,000,000",0,2,"70,000,000","70,000,000"
"September 2023",UB000100,"Universal/Commercial Bank",NON-INSTALLMENT,"Export Bills Purchased",Active,0,0,7,0,0
"September 2023",UB000120,"Universal/Commercial Bank",INSTALLMENT,"Benefit Loan",Active,"1,525,000",0,9,"169,444","100,000"
"September 2023",UB000130,"Universal/Commercial Bank",NON-INSTALLMENT,L/C,Active,"299,027,163",0,1,"299,027,163","299,027,163"
"September 2023",UB000150,"Universal/Commercial Bank",INSTALLMENT,"Vehicle Loan",Closed,"1,167,900",0,2,"583,950","583,950"
"September 2023",UB000160,"Universal/Commercial Bank",NON-INSTALLMENT,"Money Market",Active,"40,000,000",0,1,"40,000,000","40,000,000"
"September 2023",UB000170,"Universal/Commercial Bank",NON-INSTALLMENT,"Omnibus Line",Active,"113,190,000",0,1,"113,190,000","113,190,000"
"September 2023",UB000190,"Universal/Commercial Bank",INSTALLMENT,"Vehicle Loan",Active,"71,300",0,1,"71,300","71,300"
"September 2023",UB000230,"Universal/Commercial Bank",NON-INSTALLMENT,"Omnibus Line",Active,"2,147,483,647",0,36,"602,592,716","316,437,500"
"September 2023",UB000240,"Universal/Commercial Bank",NON-INSTALLMENT,"Omnibus Line",Active,"2,147,483,647",0,909,"8,927,448","3,101,895"
"September 2023",UB000250,"Universal/Commercial Bank","CREDIT CARD","Credit Card",Requested,0,"40,000",4,0,0
"September 2023",UB000280,"Universal/Commercial Bank",INSTALLMENT,"Business Loan",Requested,0,"2,000,000",1,0,0
"September 2023",UB000300,"Universal/Commercial Bank",NON-INSTALLMENT,"Credit Line",Active,"2,147,483,647",0,1,"475,000,000,000","475,000,000,000"
"September 2023",UB000310,"Universal/Commercial Bank",NON-INSTALLMENT,"Omnibus Line",Active,"2,147,483,647",0,3,"1,314,833,333","350,000,000"
"September 2023",UB000320,"Universal/Commercial Bank",NON-INSTALLMENT,"Omnibus Line",Active,"2,147,483,647",0,18,"627,792,609","188,150,000"
"September 2023",UB000340,"Universal/Commercial Bank","CREDIT CARD","Credit Card - Shared Limit",Active,"481,716,415",0,"3,213","149,927","100,000"
"September 2023",UB001050,"Universal/Commercial Bank",INSTALLMENT,"Home equity loan",Requested,0,"40,020,000",3,0,0
"September 2023",UB002950,"Universal/Commercial Bank",NON-INSTALLMENT,"Omnibus Line",Active,"2,147,483,647",0,30,"742,477,600","567,020,000"
"September 2023",UB003260,"Universal/Commercial Bank",INSTALLMENT,"Trust Loan",Active,"868,892",0,7,"124,127","96,736"
"September 2023",UB013580,"Universal/Commercial Bank",NON-INSTALLMENT,"Credit Line",Active,"16,719,000",0,1,"16,719,000","16,719,000"
