"MONTH YEAR","Provider Code","Entity Type",Type,"Contract Type","Contract Phase","Credit Limit / Financed Amount","Loan Application Amount",Count,Mean,Median
"December 2023",RB002410,"Rural Bank",INSTALLMENT,"Business Loan",Active,"2,720,000",0,3,"906,667","520,000"
"December 2023",RB002470,"Rural Bank",INSTALLMENT,"Business Loan",Active,"1,290,000",0,4,"322,500","265,000"
"December 2023",RB002480,"Rural Bank",INSTALLMENT,"Business Loan",Active,"650,000",0,1,"650,000","650,000"
"December 2023",RB002500,"Rural Bank",INSTALLMENT,"Personal Loan",Active,"15,971,000",0,110,"145,191","150,000"
"December 2023",RB002510,"Rural Bank",INSTALLMENT,"Salary loan",Active,"21,474,564",0,3,"7,158,188","9,963,788"
"December 2023",RB002550,"Rural Bank",INSTALLMENT,"Time Loan",Active,"215,000",0,1,"215,000","215,000"
"December 2023",RB002680,"Rural Bank",INSTALLMENT,"Term Loan",Active,"7,495,000",0,77,"97,338","70,000"
"December 2023",RB002700,"Rural Bank",INSTALLMENT,"Time Loan",Active,"100,000",0,1,"100,000","100,000"
"December 2023",RB002710,"Rural Bank",INSTALLMENT,"Agricultural Loan",Requested,0,"70,000",1,0,0
"December 2023",RB002730,"Rural Bank",INSTALLMENT,"Personal Loan",Active,"2,147,483,647",0,"31,204","254,258","200,000"
"December 2023",RB002860,"Rural Bank",INSTALLMENT,"Salary loan",Active,"560,000",0,3,"186,667","210,000"
"December 2023",RB002870,"Rural Bank",INSTALLMENT,"Business Loan",Active,"1,060,000",0,3,"353,333","460,000"
"December 2023",RB002890,"Rural Bank",NON-INSTALLMENT,"Credit Line",Requested,0,"2,560,100",19,0,0
"December 2023",RB002940,"Rural Bank",INSTALLMENT,"Salary loan",Active,"490,000",0,2,"245,000","245,000"
"December 2023",RB003010,"Rural Bank",INSTALLMENT,"Time Loan",Active,"3,200,000",0,1,"3,200,000","3,200,000"
"December 2023",RB003030,"Rural Bank",INSTALLMENT,"Short Term Loan",Active,"11,480,000",0,58,"197,931","85,000"
"December 2023",RB003050,"Rural Bank",INSTALLMENT,"Mortgage/Real Estate",Active,"80,000",0,1,"80,000","80,000"
"December 2023",RB003090,"Rural Bank",INSTALLMENT,"Mortgage/Real Estate",Active,"500,000",0,1,"500,000","500,000"
"December 2023",RB003100,"Rural Bank",INSTALLMENT,"Trust Loan",Active,"255,000",0,2,"127,500","127,500"
"December 2023",RB003180,"Rural Bank",INSTALLMENT,"Unsecured loan",Active,"1,080,000",0,10,"108,000","100,000"
"December 2023",RB003220,"Rural Bank",INSTALLMENT,"Salary loan",Requested,0,"290,000",4,0,0
"December 2023",RB003290,"Rural Bank",INSTALLMENT,"Personal Loan",Active,"76,582,550",0,"1,051","72,866","57,000"
"December 2023",RB003300,"Rural Bank",INSTALLMENT,"Short Term Loan",Active,"7,541,000",0,14,"538,643","102,500"
"December 2023",RB003330,"Rural Bank",NON-INSTALLMENT,"Credit Line",Active,"16,940,000",0,29,"584,138","400,000"
"December 2023",RB003580,"Rural Bank",INSTALLMENT,"Mortgage/Real Estate",Requested,0,"600,000",2,0,0
"December 2023",RB003600,"Rural Bank",INSTALLMENT,"Unsecured loan",Active,"70,700,047",0,"3,753","18,838","10,000"
"December 2023",RB003800,"Rural Bank",INSTALLMENT,"Time Loan",Active,"6,380,000",0,10,"638,000","700,000"
"December 2023",RB003850,"Rural Bank",INSTALLMENT,"Salary loan",Active,"1,748,000",0,15,"116,533","50,000"
"December 2023",RB003960,"Rural Bank",INSTALLMENT,"Unsecured loan",Active,"1,325,000",0,15,"88,333","100,000"
"December 2023",RB004040,"Rural Bank",INSTALLMENT,"Business Loan",Active,"1,877,000",0,14,"134,071","100,000"
"December 2023",RB004060,"Rural Bank",INSTALLMENT,"Business Loan",Requested,0,"7,900,000",2,0,0
"December 2023",RB004170,"Rural Bank",INSTALLMENT,"Unsecured loan",Active,"6,783,504",0,72,"94,215","77,220"
"December 2023",RB004180,"Rural Bank",INSTALLMENT,"Time Loan",Active,"2,000,000",0,4,"500,000","250,000"
"December 2023",RB004330,"Rural Bank",INSTALLMENT,"Agricultural Loan",Requested,0,"200,000",2,0,0
"December 2023",RB004380,"Rural Bank",INSTALLMENT,"Personal Loan",Active,"135,355,768",0,"2,637","51,329","20,000"
"December 2023",RB004400,"Rural Bank",INSTALLMENT,"Salary loan",Active,"475,000",0,4,"118,750","30,000"
"December 2023",RB004410,"Rural Bank",INSTALLMENT,"Salary loan",Active,"8,800,000",0,4,"2,200,000","2,150,000"
"December 2023",RB004420,"Rural Bank",INSTALLMENT,"Business Loan",Active,"10,501,000",0,9,"1,166,778","427,000"
"December 2023",RB004570,"Rural Bank",NON-INSTALLMENT,"Credit Line",Active,"23,620,200",0,14,"1,687,157","165,000"
"December 2023",RB004590,"Rural Bank",INSTALLMENT,"Benefit Loan",Active,"63,000",0,3,"21,000","22,000"
"December 2023",RB004660,"Rural Bank",INSTALLMENT,"Business Loan",Active,"2,385,000",0,14,"170,357","55,000"
"December 2023",RB004670,"Rural Bank",INSTALLMENT,"Business Loan",Active,"335,000",0,6,"55,833","60,000"
"December 2023",RB004710,"Rural Bank",INSTALLMENT,"Salary loan",Active,"190,000",0,1,"190,000","190,000"
"December 2023",RB004920,"Rural Bank",INSTALLMENT,"Personal Loan",Active,"62,571,100",0,204,"306,721","60,000"
"December 2023",RB005000,"Rural Bank",INSTALLMENT,"Time Loan",Active,"25,035,000",0,28,"894,107","500,000"
"December 2023",RB005010,"Rural Bank",INSTALLMENT,"Unsecured loan",Active,"1,760,200",0,3,"586,733","560,000"
"December 2023",RB005060,"Rural Bank",INSTALLMENT,"Loan Line",Active,"115,000",0,2,"57,500","57,500"
"December 2023",RB005330,"Rural Bank",INSTALLMENT,"Salary loan",Active,"70,000",0,1,"70,000","70,000"
"December 2023",RB005630,"Rural Bank",INSTALLMENT,"Unsecured loan",Active,"7,435,000",0,24,"309,792","205,000"
"December 2023",RB005770,"Rural Bank",INSTALLMENT,"Business Loan",Active,"6,933,333",0,7,"990,476","250,000"
"December 2023",RB005850,"Rural Bank",INSTALLMENT,"Business Loan",Active,"6,500,000",0,3,"2,166,667","750,000"
"December 2023",RB005920,"Rural Bank",INSTALLMENT,"Unsecured loan",Active,"2,356,610",0,455,"5,179","3,000"
"December 2023",RB006150,"Rural Bank",INSTALLMENT,"Business Loan",Active,"3,237,000",0,2,"1,618,500","1,618,500"
"December 2023",RB006580,"Rural Bank",INSTALLMENT,"Business Loan",Active,"1,000,000",0,1,"1,000,000","1,000,000"
"December 2023",RB008970,"Rural Bank",INSTALLMENT,"Term Loan",Active,"224,865,000",0,94,"2,392,181","635,000"
"December 2023",RB010100,"Rural Bank",NON-INSTALLMENT,"Credit Line",Active,"36,373,000",0,88,"413,330","240,000"
"December 2023",RB012000,"Rural Bank",INSTALLMENT,"Term Loan",Active,"140,370,000",0,297,"472,626","170,000"
"December 2023",RB012010,"Rural Bank",INSTALLMENT,"Mortgage/Real Estate",Active,"500,000",0,1,"500,000","500,000"
"December 2023",RB014150,"Rural Bank",INSTALLMENT,"Business Loan",Active,"5,481,227",0,1,"5,481,227","5,481,227"
"December 2023",RB014360,"Rural Bank",INSTALLMENT,"Business Loan",Active,"3,800,000",0,3,"1,266,667","1,000,000"
"December 2023",RB017940,"Rural Bank",INSTALLMENT,"Salary loan",Active,"15,000",0,1,"15,000","15,000"
"December 2023",RB019490,"Rural Bank",INSTALLMENT,"Personal Loan",Active,"6,400,000",0,4,"1,600,000","1,500,000"
"December 2023",TB000081,"Thrift Bank",INSTALLMENT,"Mortgage/Real Estate",Active,"51,127,167",0,12,"4,260,597","4,122,719"
"December 2023",TB000101,"Thrift Bank",NON-INSTALLMENT,"Credit Line",Requested,0,"2,147,483,647",165,0,0
"December 2023",TB000221,"Thrift Bank",INSTALLMENT,"Vehicle Loan",Requested,0,"1,844,900",3,0,0
"December 2023",TB000351,"Thrift Bank",INSTALLMENT,"Time Loan",Active,"607,000",0,5,"121,400","130,000"
"December 2023",TB000360,"Thrift Bank",INSTALLMENT,"Business Loan",Active,"609,750,000",0,179,"3,406,425","2,000,000"
"December 2023",TB000370,"Thrift Bank",NON-INSTALLMENT,"Demand Loan Case to Case",Active,"93,937,500",0,6,"15,656,250","13,623,000"
"December 2023",TB000410,"Thrift Bank",NON-INSTALLMENT,L/C,Requested,0,"5,000",1,0,0
"December 2023",TB000510,"Thrift Bank",NON-INSTALLMENT,"Credit Line",Requested,0,"1,500,000",2,0,0
"December 2023",TB000520,"Thrift Bank",INSTALLMENT,"Business Loan",Active,"16,338,000",0,11,"1,485,273","400,000"
"December 2023",TB000540,"Thrift Bank",INSTALLMENT,"Vehicle Loan",Active,"1,116,000",0,1,"1,116,000","1,116,000"
"December 2023",TB000560,"Thrift Bank",INSTALLMENT,"Salary loan",Active,"100,000",0,1,"100,000","100,000"
"December 2023",TB000600,"Thrift Bank",INSTALLMENT,"Unsecured loan",Active,"39,286,462",0,323,"121,630","72,810"
"December 2023",TB000660,"Thrift Bank",INSTALLMENT,"Term Loan",Active,"76,165,680",0,"2,905","26,219","18,000"
"December 2023",TB000680,"Thrift Bank",INSTALLMENT,"Term Loan",Active,"33,815,200",0,8,"4,226,900","3,190,000"
"December 2023",TB000690,"Thrift Bank",INSTALLMENT,"Personal Loan",Active,"940,000",0,6,"156,667","90,000"
"December 2023",TB000700,"Thrift Bank",INSTALLMENT,"Student Loan",Active,"100,000",0,1,"100,000","100,000"
"December 2023",TB000720,"Thrift Bank",INSTALLMENT,"Personal Loan",Active,"1,895,000",0,1,"1,895,000","1,895,000"
"December 2023",TB001040,"Thrift Bank",INSTALLMENT,"Salary loan",Active,"28,600",0,1,"28,600","28,600"
"December 2023",TB001100,"Thrift Bank",INSTALLMENT,"Business Loan",Active,"63,706,682",0,14,"4,550,477","2,991,626"
"December 2023",TB002530,"Thrift Bank",INSTALLMENT,"Business Loan",Active,"67,873,368",0,18,"3,770,743","1,367,736"
"December 2023",TB002630,"Thrift Bank",INSTALLMENT,"Benefit Loan",Active,"3,969,600",0,44,"90,218","64,450"
"December 2023",TB002650,"Thrift Bank",INSTALLMENT,"Vehicle Loan",Requested,0,"7,650,700",9,0,0
"December 2023",TB002810,"Thrift Bank",INSTALLMENT,"Salary loan",Active,"1,105,000",0,16,"69,063","40,000"
"December 2023",TB003200,"Thrift Bank",INSTALLMENT,"Salary loan",Active,"662,000",0,8,"82,750","65,000"
"December 2023",TB004120,"Thrift Bank",NON-INSTALLMENT,"Credit Line",Active,"44,700,000",0,6,"7,450,000","3,500,000"
"December 2023",TB004470,"Thrift Bank",INSTALLMENT,"Personal Loan",Active,"2,550,000",0,3,"850,000","1,000,000"
"December 2023",TB005190,"Thrift Bank",INSTALLMENT,"Time Loan",Active,"8,346,000",0,44,"189,682","125,000"
"December 2023",TB007390,"Thrift Bank",INSTALLMENT,"Home equity loan",Requested,0,0,1,0,0
"December 2023",TB017800,"Thrift Bank",INSTALLMENT,"Benefit Loan",Active,"704,000",0,8,"88,000","72,500"
"December 2023",UB000020,"Universal/Commercial Bank",NON-INSTALLMENT,"Demand Loan Case to Case",Active,"2,147,483,647",0,16,"212,456,875",0
"December 2023",UB000040,"Universal/Commercial Bank",NON-INSTALLMENT,"Omnibus Line",Requested,0,"300,000,000",2,0,0
"December 2023",UB000070,"Universal/Commercial Bank","CREDIT CARD","Credit Card",Active,"23,769,780",0,345,"68,898","40,000"
"December 2023",UB000080,"Universal/Commercial Bank","CREDIT CARD","Credit Card - Shared Limit",Active,"286,000",0,7,"40,857","20,000"
"December 2023",UB000090,"Universal/Commercial Bank","CREDIT CARD","Credit Card - MultiCurrency",Active,"2,147,483,647",0,"2,208","1,619,498","860,000"
"December 2023",UB000091,"Universal/Commercial Bank",NON-INSTALLMENT,"Credit Line",Active,"220,590,000",0,3,"73,530,000","20,000,000"
"December 2023",UB000100,"Universal/Commercial Bank",NON-INSTALLMENT,L/C,Active,"2,147,483,647",0,704,"124,952,788",0
"December 2023",UB000120,"Universal/Commercial Bank",INSTALLMENT,"Benefit Loan",Active,"200,000",0,2,"100,000","100,000"
"December 2023",UB000160,"Universal/Commercial Bank",NON-INSTALLMENT,"Money Market",Active,"222,000,000",0,2,"111,000,000","111,000,000"
"December 2023",UB000170,"Universal/Commercial Bank",NON-INSTALLMENT,"Omnibus Line",Active,"1,497,030,000",0,2,"748,515,000","748,515,000"
"December 2023",UB000190,"Universal/Commercial Bank",INSTALLMENT,"Salary loan",Active,"43,244,359",0,216,"200,205","144,714"
"December 2023",UB000200,"Universal/Commercial Bank",NON-INSTALLMENT,"Credit Line",Active,"2,147,483,647",0,214,"16,385,397","9,500,000"
"December 2023",UB000230,"Universal/Commercial Bank",NON-INSTALLMENT,"Omnibus Line",Active,"2,147,483,647",0,46,"440,349,120","275,496,204"
"December 2023",UB000240,"Universal/Commercial Bank",NON-INSTALLMENT,"Omnibus Line",Active,"2,147,483,647",0,976,"11,278,232","3,623,595"
"December 2023",UB000250,"Universal/Commercial Bank","CREDIT CARD","Credit Card",Requested,0,"60,000",6,0,0
"December 2023",UB000280,"Universal/Commercial Bank",NON-INSTALLMENT,L/C,Active,"2,147,483,647",0,926,"6,766,340","2,276,150"
"December 2023",UB000290,"Universal/Commercial Bank",NON-INSTALLMENT,"Omnibus Line",Active,"333,150,229",0,47,"7,088,303","3,000,000"
"December 2023",UB000300,"Universal/Commercial Bank",NON-INSTALLMENT,"Credit Line",Active,"2,147,483,647",0,1,"475,000,000,000","475,000,000,000"
"December 2023",UB000310,"Universal/Commercial Bank",NON-INSTALLMENT,"Credit Line",Active,"560,000,000",0,1,"560,000,000","560,000,000"
"December 2023",UB000320,"Universal/Commercial Bank",NON-INSTALLMENT,"Omnibus Line",Active,"2,147,483,647",0,9,"1,221,792,289","221,480,000"
"December 2023",UB000340,"Universal/Commercial Bank",NON-INSTALLMENT,"Credit Line",Active,"2,147,483,647",0,625,"15,574,440","4,500,000"
"December 2023",UB001050,"Universal/Commercial Bank",INSTALLMENT,"Mortgage/Real Estate",Requested,0,"11,000,000",2,0,0
"December 2023",UB002950,"Universal/Commercial Bank",NON-INSTALLMENT,"Omnibus Line",Active,"2,147,483,647",0,22,"691,585,455","553,280,000"
"December 2023",UB003260,"Universal/Commercial Bank",INSTALLMENT,"Trust Loan",Active,"984,568",0,11,"89,506","70,000"
"December 2023",UB014060,"Universal/Commercial Bank",INSTALLMENT,"Term Loan",Active,"1,812,500,000",0,5,"362,500,000","300,000,000"
"December 2023",UB016620,"Universal/Commercial Bank",NON-INSTALLMENT,"Credit Line",Active,"156,498,000",0,"7,006","22,338","20,000"
