"MONTH YEAR","Provider Code","Entity Type",Type,"Contract Type","Contract Phase","Credit Limit / Financed Amount","Loan Application Amount",Count,Mean,Median
"January 2024",CO007270,Cooperative,INSTALLMENT,"Salary loan",Active,"6,035,000",0,57,"105,877","70,000"
"January 2024",CO007300,Cooperative,INSTALLMENT,"Student Loan",Active,"188,568",0,4,"47,142","33,000"
"January 2024",CO007340,Cooperative,INSTALLMENT,"Business Loan",Active,"2,817,000",0,90,"31,300","25,000"
"January 2024",CO008100,Cooperative,INSTALLMENT,"Personal Loan",Active,"1,881,500",0,42,"44,798","25,500"
"January 2024",CO008290,Cooperative,INSTALLMENT,"Salary loan",Active,"100,000",0,2,"50,000","50,000"
"January 2024",CO008440,Cooperative,INSTALLMENT,"Personal Loan",Active,"100,000",0,1,"100,000","100,000"
"January 2024",CO008600,Cooperative,INSTALLMENT,"Business Loan",Active,"1,668,500",0,12,"139,042","42,500"
"January 2024",CO008660,Cooperative,INSTALLMENT,"Salary loan",Active,"110,000",0,3,"36,667","36,000"
"January 2024",CO008790,Cooperative,INSTALLMENT,"Personal Loan",Active,"1,182,522",0,6,"197,087","178,000"
"January 2024",CO009130,Cooperative,INSTALLMENT,"Business Loan",Active,"2,748,800",0,11,"249,891","209,000"
"January 2024",CO009390,Cooperative,INSTALLMENT,"Provident Loan",Active,"17,427,200",0,155,"112,434","45,500"
"January 2024",CO009400,Cooperative,INSTALLMENT,"Short Term Loan",Active,"4,105,000",0,178,"23,062","20,000"
"January 2024",CO009470,Cooperative,INSTALLMENT,"Provident Loan",Active,"140,000",0,3,"46,667","30,000"
"January 2024",CO009480,Cooperative,INSTALLMENT,"Business Loan",Active,"244,651,300",0,337,"725,968","524,600"
"January 2024",CO009590,Cooperative,INSTALLMENT,"Personal Loan",Active,"4,683,600",0,204,"22,959","13,750"
"January 2024",CO009600,Cooperative,INSTALLMENT,"Student Loan",Active,"62,400",0,1,"62,400","62,400"
"January 2024",CO010040,Cooperative,INSTALLMENT,"Salary loan",Active,"1,222,270",0,21,"58,203","61,000"
"January 2024",CO010160,Cooperative,INSTALLMENT,"Provident Loan",Active,"12,794,000",0,11,"1,163,091","1,000,000"
"January 2024",CO010200,Cooperative,INSTALLMENT,"Business Loan",Active,"750,000",0,2,"375,000","375,000"
"January 2024",CO010250,Cooperative,INSTALLMENT,"Personal Loan",Active,"4,514,000",0,23,"196,261","200,000"
"January 2024",CO010320,Cooperative,INSTALLMENT,"Business Loan",Active,"414,200",0,29,"14,283","15,000"
"January 2024",CO010460,Cooperative,INSTALLMENT,"Student Loan",Active,"691,000",0,22,"31,409","29,250"
"January 2024",CO010580,Cooperative,INSTALLMENT,"Business Loan",Active,"4,113,611",0,5,"822,722","908,054"
"January 2024",CO010640,Cooperative,INSTALLMENT,"Business Loan",Active,"193,560",0,1,"193,560","193,560"
"January 2024",CO010710,Cooperative,INSTALLMENT,"Business Loan",Active,"1,276,000",0,7,"182,286","136,000"
"January 2024",CO011020,Cooperative,INSTALLMENT,"Equipment leasing",Active,"1,337,000",0,102,"13,108","12,000"
"January 2024",CO011030,Cooperative,INSTALLMENT,"Business Loan",Active,"5,918,059",0,67,"88,329","90,000"
"January 2024",CO011100,Cooperative,INSTALLMENT,"Equipment leasing",Active,"70,000",0,1,"70,000","70,000"
"January 2024",CO011160,Cooperative,INSTALLMENT,"Business Loan",Active,"4,206,000",0,30,"140,200","100,000"
"January 2024",CO011190,Cooperative,INSTALLMENT,"Salary loan",Active,"2,004,345",0,91,"22,026","20,000"
"January 2024",CO011270,Cooperative,INSTALLMENT,"Loan Line",Active,"4,360,600",0,73,"59,734","22,000"
"January 2024",CO011640,Cooperative,INSTALLMENT,"Personal Loan",Requested,0,"395,000",2,0,0
"January 2024",CO011790,Cooperative,INSTALLMENT,"Personal Loan",Active,"1,060,000",0,48,"22,083","14,500"
"January 2024",CO011800,Cooperative,INSTALLMENT,"Business Loan",Active,"14,926,000",0,21,"710,762","500,000"
"January 2024",CO011890,Cooperative,INSTALLMENT,"Salary loan",Requested,0,"50,490,000",65,0,0
"January 2024",CO012060,Cooperative,INSTALLMENT,"Provident Loan",Active,"5,340,000",0,74,"72,162","50,000"
"January 2024",CO012100,Cooperative,INSTALLMENT,"Benefit Loan",Active,"411,600",0,9,"45,733","34,400"
"January 2024",CO012160,Cooperative,INSTALLMENT,"Business Loan",Active,"4,843,100",0,39,"124,182","37,300"
"January 2024",CO012290,Cooperative,INSTALLMENT,"Business Loan",Active,"42,654,000",0,320,"133,294","60,000"
"January 2024",CO012390,Cooperative,INSTALLMENT,"Business Loan",Active,"13,015,800",0,135,"96,413","50,000"
"January 2024",CO012600,Cooperative,INSTALLMENT,"Personal Loan",Active,"4,189,665",0,19,"220,509","150,000"
"January 2024",CO012630,Cooperative,INSTALLMENT,"Salary loan",Active,"25,163,884",0,741,"33,959","15,000"
"January 2024",CO012710,Cooperative,INSTALLMENT,"Personal Loan",Active,"10,770,200",0,181,"59,504","30,000"
"January 2024",CO012730,Cooperative,INSTALLMENT,"Short Term Loan",Active,"7,331,326",0,58,"126,402","59,932"
"January 2024",CO012750,Cooperative,INSTALLMENT,"Business Loan",Active,"313,000",0,2,"156,500","156,500"
"January 2024",CO012820,Cooperative,INSTALLMENT,"Business Loan",Active,"350,000",0,1,"350,000","350,000"
"January 2024",CO012970,Cooperative,INSTALLMENT,"Business Loan",Active,"731,000",0,8,"91,375","25,000"
"January 2024",CO013190,Cooperative,INSTALLMENT,"Provident Loan",Active,"2,081,632",0,22,"94,620","60,850"
"January 2024",CO013260,Cooperative,INSTALLMENT,"Provident Loan",Active,"80,523,600",0,773,"104,170","50,000"
"January 2024",CO013310,Cooperative,INSTALLMENT,"Business Loan",Active,"19,754,600",0,58,"340,597","69,000"
"January 2024",CO013400,Cooperative,INSTALLMENT,"Benefit Loan",Active,"1,482,500",0,86,"17,238","10,000"
"January 2024",CO013550,Cooperative,INSTALLMENT,"Business Loan",Active,"9,286,357",0,169,"54,949","26,250"
"January 2024",CO013620,Cooperative,INSTALLMENT,"Personal Loan",Active,"1,942,165",0,57,"34,073","21,100"
"January 2024",CO013660,Cooperative,INSTALLMENT,"Short Term Loan",Active,"487,710",0,10,"48,771","50,000"
"January 2024",CO013670,Cooperative,INSTALLMENT,"Benefit Loan",Active,"590,534",0,"1,134",521,502
"January 2024",CO013690,Cooperative,INSTALLMENT,"Business Loan",Active,"37,989,440",0,332,"114,426","80,000"
"January 2024",CO013790,Cooperative,INSTALLMENT,"Benefit Loan",Active,"232,000",0,37,"6,270","8,000"
"January 2024",CO013890,Cooperative,INSTALLMENT,"Business Loan",Active,"8,402,690",0,64,"131,292","34,000"
"January 2024",CO013980,Cooperative,INSTALLMENT,"Benefit Loan",Active,"12,042,135",0,"2,577","4,673","4,270"
"January 2024",CO014010,Cooperative,INSTALLMENT,"Business Loan",Active,"305,317,400",0,"2,651","115,171","35,000"
"January 2024",CO014040,Cooperative,INSTALLMENT,"Home equity loan",Active,"40,200",0,2,"20,100","20,100"
"January 2024",CO014180,Cooperative,INSTALLMENT,"Business Loan",Active,"23,198,900",0,239,"97,067","50,000"
"January 2024",CO014250,Cooperative,INSTALLMENT,"Personal Loan",Active,"12,860,209",0,112,"114,823","46,495"
"January 2024",CO014470,Cooperative,INSTALLMENT,"Business Loan",Active,"2,999,000",0,49,"61,204","50,000"
"January 2024",CO014560,Cooperative,INSTALLMENT,"Unsecured loan",Active,"442,000",0,8,"55,250","36,000"
"January 2024",CO014570,Cooperative,INSTALLMENT,"Business Loan",Active,"10,000",0,1,"10,000","10,000"
"January 2024",CO014770,Cooperative,INSTALLMENT,"Provident Loan",Active,"100,000",0,1,"100,000","100,000"
"January 2024",CO014920,Cooperative,INSTALLMENT,"Business Loan",Active,"40,000",0,2,"20,000","20,000"
"January 2024",CO014990,Cooperative,INSTALLMENT,"Term Loan",Active,"5,765,000",0,67,"86,045","15,000"
"January 2024",CO015160,Cooperative,INSTALLMENT,"Student Loan",Active,"35,000",0,1,"35,000","35,000"
"January 2024",CO015220,Cooperative,INSTALLMENT,"Provident Loan",Active,"275,000",0,2,"137,500","137,500"
"January 2024",CO015870,Cooperative,INSTALLMENT,"Unsecured loan",Active,"447,300",0,18,"24,850","22,500"
"January 2024",CO016010,Cooperative,INSTALLMENT,"Vehicle leasing",Active,"240,000",0,1,"240,000","240,000"
"January 2024",CO016370,Cooperative,INSTALLMENT,"Business Loan",Active,"24,388,656",0,115,"212,075","160,000"
"January 2024",CO016440,Cooperative,INSTALLMENT,"Business Loan",Active,"24,780,800",0,336,"73,752","50,000"
"January 2024",CO016550,Cooperative,INSTALLMENT,"Salary loan",Active,"2,230,000",0,21,"106,190","100,000"
"January 2024",CO016740,Cooperative,INSTALLMENT,"Provident Loan",Active,"150,000",0,2,"75,000","75,000"
"January 2024",CO016790,Cooperative,INSTALLMENT,"Vehicle leasing",Active,"260,000",0,1,"260,000","260,000"
"January 2024",CO016850,Cooperative,INSTALLMENT,"Unsecured loan",Active,"390,000",0,12,"32,500","33,500"
"January 2024",CO017140,Cooperative,INSTALLMENT,"Time Loan",Active,"210,000",0,2,"105,000","105,000"
"January 2024",CO017150,Cooperative,INSTALLMENT,"Business Loan",Active,"1,455,600",0,41,"35,502","27,000"
"January 2024",CO017250,Cooperative,INSTALLMENT,"Personal Loan",Active,"1,275,357",0,26,"49,052","42,104"
"January 2024",CO017260,Cooperative,INSTALLMENT,"Student Loan",Active,"27,000",0,2,"13,500","13,500"
"January 2024",CO017370,Cooperative,INSTALLMENT,"Provident Loan",Active,"20,000",0,1,"20,000","20,000"
"January 2024",CO017520,Cooperative,INSTALLMENT,"Salary loan",Active,"15,336,744",0,33,"464,750","419,918"
"January 2024",CO017640,Cooperative,INSTALLMENT,"Business Loan",Active,"435,000",0,16,"27,188","22,500"
"January 2024",CO017890,Cooperative,INSTALLMENT,"Provident Loan",Active,"75,000",0,3,"25,000","15,000"
"January 2024",CO017960,Cooperative,INSTALLMENT,"Business Loan",Active,"420,000",0,4,"105,000","100,000"
"January 2024",CO017990,Cooperative,INSTALLMENT,"Benefit Loan",Active,"125,000",0,4,"31,250","27,500"
"January 2024",CO018100,Cooperative,INSTALLMENT,"Business Loan",Active,"642,000",0,15,"42,800","40,000"
"January 2024",CO018630,Cooperative,INSTALLMENT,"Salary loan",Active,"22,650,000",0,327,"69,266","50,000"
"January 2024",CO018670,Cooperative,INSTALLMENT,"Provident Loan",Active,"1,920,000",0,11,"174,545","60,000"
"January 2024",CO019300,Cooperative,INSTALLMENT,"Provident Loan",Active,"157,540",0,15,"10,503","6,900"
"January 2024",CO019630,Cooperative,INSTALLMENT,"Personal Loan",Active,"75,000",0,4,"18,750","17,500"
"January 2024",DB018970,"Digital Bank",NON-INSTALLMENT,"Credit Line",Active,"225,000",0,17,"13,235","15,000"
"January 2024",DB019040,"Digital Bank",INSTALLMENT,"Salary loan",Active,"1,620,000",0,61,"26,557","18,000"
"January 2024",GF003590,"Government Financing",INSTALLMENT,"Salary loan",Active,"1,257,115,155",0,"10,231","122,873","62,824"
"January 2024",IS009350,Insurance,INSTALLMENT,"Salary loan",Active,"5,093,980",0,5,"1,018,796","1,053,000"
"January 2024",IS010390,Insurance,INSTALLMENT,"Benefit Loan",Active,"720,000",0,11,"65,455","50,000"
"January 2024",IS010850,Insurance,NON-INSTALLMENT,"Credit Line",Requested,0,"28,000,000",1,0,0
"January 2024",IS011720,Insurance,INSTALLMENT,"Personal Loan",Active,"25,679,100",0,309,"83,104","80,000"
"January 2024",IS012330,Insurance,INSTALLMENT,"Salary loan",Active,"20,564,000",0,102,"201,608","145,000"
"January 2024",LS000141,Leasing,INSTALLMENT,"Equipment leasing",Active,"59,689,486",0,1,"59,689,486","59,689,486"
"January 2024",LS000303,Leasing,INSTALLMENT,"Equipment leasing",Active,"51,725,243",0,9,"5,747,249","2,600,000"
"January 2024",LS002830,Leasing,INSTALLMENT,"Equipment leasing",Active,"654,571,602",0,159,"4,116,803","2,540,000"
"January 2024",LS004110,Leasing,INSTALLMENT,"Salary loan",Active,"1,815,000",0,25,"72,600","70,000"
"January 2024",LS004240,Leasing,INSTALLMENT,"Salary loan",Active,"100,000",0,1,"100,000","100,000"
"January 2024",LS004580,Leasing,INSTALLMENT,"Equipment leasing",Requested,0,"92,100,000",3,0,0
"January 2024",LS005780,Leasing,INSTALLMENT,"Personal Loan",Active,"623,495,804",0,"1,636","381,110","330,000"
"January 2024",LS005800,Leasing,INSTALLMENT,"Equipment leasing",Active,"12,100,509",0,5,"2,420,102","2,000,000"
"January 2024",LS005810,Leasing,INSTALLMENT,"Equipment leasing",Active,"20,080,000",0,4,"5,020,000","3,180,000"
"January 2024",LS005870,Leasing,INSTALLMENT,"Vehicle Loan",Requested,0,"6,350,000",7,0,0
"January 2024",LS006600,Leasing,INSTALLMENT,"Term Loan",Active,"99,083,847",0,748,"132,465","94,709"
"January 2024",LS006820,Leasing,INSTALLMENT,"Business Loan",Active,"32,415,000",0,386,"83,977","40,000"
"January 2024",LS006940,Leasing,INSTALLMENT,"Business Loan",Active,"273,897,792",0,172,"1,592,429","1,000,000"
"January 2024",MF005590,Microfinance,INSTALLMENT,"Agricultural Loan",Active,"351,403,800",0,"22,614","15,539","10,000"
"January 2024",MF006830,Microfinance,INSTALLMENT,"Personal Loan",Active,"103,763,071",0,"5,423","19,134","12,000"
"January 2024",MF006850,Microfinance,INSTALLMENT,"Unsecured loan",Active,"369,364",0,49,"7,538","5,000"
"January 2024",MF011610,Microfinance,INSTALLMENT,"Unsecured loan",Active,"46,030,000",0,"1,758","26,183","20,000"
"January 2024",MF011750,Microfinance,INSTALLMENT,"Business Loan",Active,"262,231,618",0,"13,636","19,231","15,000"
"January 2024",MF011760,Microfinance,INSTALLMENT,"Unsecured loan",Active,"311,184,628",0,"10,115","30,765","16,000"
"January 2024",MF015120,Microfinance,INSTALLMENT,"Personal Loan",Closed,"55,000",0,2,"27,500","27,500"
"January 2024",MF016460,Microfinance,INSTALLMENT,"Term Loan",Active,"2,500,000",0,2,"1,250,000","1,250,000"
"January 2024",MF016670,Microfinance,INSTALLMENT,"Unsecured loan",Active,"2,416,000",0,185,"13,059","11,000"
"January 2024",MF016780,Microfinance,INSTALLMENT,"Unsecured loan",Active,"54,943,500",0,"4,479","12,267","10,000"
"January 2024",MF016820,Microfinance,INSTALLMENT,"Unsecured loan",Active,"2,147,483,647",0,"219,469","20,835","16,000"
"January 2024",MF016880,Microfinance,INSTALLMENT,"Unsecured loan",Active,"23,008,500",0,"1,680","13,696","9,000"
"January 2024",MF017210,Microfinance,INSTALLMENT,"Unsecured loan",Active,"201,464,000",0,"17,756","11,346","10,000"
"January 2024",MF017220,Microfinance,INSTALLMENT,"Unsecured loan",Active,"574,904,509",0,"36,183","15,889","10,000"
"January 2024",MF017350,Microfinance,INSTALLMENT,"Unsecured loan",Active,"193,664,000",0,"12,080","16,032","13,000"
"January 2024",MF017530,Microfinance,INSTALLMENT,"Agricultural Loan",Active,"13,919,000",0,496,"28,063","15,000"
"January 2024",MF017550,Microfinance,INSTALLMENT,"Unsecured loan",Active,"7,503,200",0,491,"15,281","15,000"
"January 2024",MF017620,Microfinance,INSTALLMENT,"Unsecured loan",Active,"706,988,000",0,"60,298","11,725","8,000"
"January 2024",MF017950,Microfinance,INSTALLMENT,"Unsecured loan",Active,"42,186,000",0,"2,441","17,282","14,000"
"January 2024",MF018220,Microfinance,INSTALLMENT,"Unsecured loan",Active,"47,442,000",0,"3,211","14,775","12,000"
"January 2024",MF018270,Microfinance,INSTALLMENT,"Unsecured loan",Active,"59,259,540",0,"4,034","14,690","10,000"
"January 2024",MF018280,Microfinance,INSTALLMENT,"Unsecured loan",Active,"7,757,000",0,543,"14,285","10,000"
"January 2024",MF018330,Microfinance,INSTALLMENT,"Unsecured loan",Active,"4,470,000",0,160,"27,938","20,000"
"January 2024",MF018760,Microfinance,INSTALLMENT,"Business Loan",Active,"43,698,900",0,"1,985","22,015","15,000"
"January 2024",MF019190,Microfinance,INSTALLMENT,"Unsecured loan",Active,"20,178,000",0,505,"39,956","31,000"
"January 2024",OT001620,Others,INSTALLMENT,"Salary loan",Active,"355,000",0,6,"59,167","60,000"
"January 2024",OT001690,Others,INSTALLMENT,"Business Loan",Active,"3,040,000",0,2,"1,520,000","1,520,000"
"January 2024",OT002060,Others,INSTALLMENT,"Term Loan",Active,0,0,23,0,0
"January 2024",OT002490,Others,INSTALLMENT,"Student Loan",Active,"2,700,000",0,1,"2,700,000","2,700,000"
"January 2024",OT005160,Others,INSTALLMENT,"Business Loan",Active,"250,000",0,2,"125,000","125,000"
"January 2024",OT007130,Others,INSTALLMENT,"Student Loan",Active,"891,000",0,18,"49,500","50,000"
"January 2024",OT009120,Others,INSTALLMENT,"Personal Loan",Active,"71,842,128",0,329,"218,365","164,729"
"January 2024",OT009351,Others,INSTALLMENT,"Vehicle Loan",Requested,0,"400,000",1,0,0
"January 2024",OT009360,Others,INSTALLMENT,"Personal Loan",Active,"847,729,311",0,"2,757","307,483","262,246"
"January 2024",OT010730,Others,INSTALLMENT,"Vehicle Loan",Active,"6,765,800",0,7,"966,543","850,000"
"January 2024",OT018840,Others,INSTALLMENT,"Salary loan",Active,"29,374,513",0,809,"36,310","25,000"
"January 2024",PF000224,"Private Financing",INSTALLMENT,"Benefit Loan",Requested,0,0,2,0,0
"January 2024",PF000990,"Private Financing",INSTALLMENT,"Personal Loan",Active,"2,147,483,647",0,"195,063","27,778","20,989"
"January 2024",PF001020,"Private Financing",INSTALLMENT,"Salary loan",Active,"77,503",0,3,"25,834","15,930"
"January 2024",PF001030,"Private Financing",INSTALLMENT,"Unsecured loan",Active,"54,768,053",0,"2,438","22,464","19,000"
"January 2024",PF002420,"Private Financing",INSTALLMENT,"Business Loan",Active,"600,000",0,1,"600,000","600,000"
"January 2024",PF004360,"Private Financing",INSTALLMENT,"Business Loan",Requested,0,"110,500,000",76,0,0
"January 2024",PF004550,"Private Financing",INSTALLMENT,"Personal Loan",Active,"2,378,665",0,14,"169,905","169,300"
"January 2024",PF004620,"Private Financing",INSTALLMENT,"Vehicle Loan",Active,"1,833,289,897",0,"21,973","83,434","74,480"
"January 2024",PF004700,"Private Financing",INSTALLMENT,"Business Loan",Active,"330,000",0,6,"55,000","45,000"
"January 2024",PF004980,"Private Financing",INSTALLMENT,"Business Loan",Requested,0,"71,000,000",40,0,0
"January 2024",PF005580,"Private Financing",INSTALLMENT,"Personal Loan",Active,"70,000",0,2,"35,000","35,000"
"January 2024",PF005930,"Private Financing",INSTALLMENT,"Personal Loan",Active,"564,980,416",0,"1,434","393,989","300,000"
"January 2024",PF006430,"Private Financing",INSTALLMENT,"Mortgage/Real Estate",Active,"150,000",0,1,"150,000","150,000"
"January 2024",PF006540,"Private Financing",NON-INSTALLMENT,"Credit Line",Requested,0,"1,000,000",2,0,0
"January 2024",PF006550,"Private Financing",INSTALLMENT,"Business Loan",Active,"150,000",0,2,"75,000","75,000"
"January 2024",PF006670,"Private Financing",INSTALLMENT,"Personal Loan","Closed in advance","768,247",0,52,"14,774","8,558"
"January 2024",PF006950,"Private Financing",INSTALLMENT,"Personal Loan",Active,"300,000",0,1,"300,000","300,000"
"January 2024",PF007220,"Private Financing",INSTALLMENT,"Short Term Loan",Requested,0,"690,000",46,0,0
"January 2024",PF007540,"Private Financing",INSTALLMENT,"Business Loan",Requested,0,"100,000",1,0,0
"January 2024",PF007860,"Private Financing",INSTALLMENT,"Vehicle Loan",Requested,0,0,1,0,0
"January 2024",PF007870,"Private Financing",INSTALLMENT,"Vehicle Loan",Requested,0,0,13,0,0
"January 2024",PF007960,"Private Financing",INSTALLMENT,"Personal Loan",Active,"37,837,170",0,"1,385","27,319","22,500"
"January 2024",PF008010,"Private Financing",INSTALLMENT,"Term Loan",Active,"303,000",0,5,"60,600","50,000"
"January 2024",PF008020,"Private Financing",INSTALLMENT,"Term Loan",Active,"115,500",0,3,"38,500","35,500"
"January 2024",PF008300,"Private Financing",INSTALLMENT,"Vehicle Loan",Requested,0,"858,400",1,0,0
"January 2024",PF009640,"Private Financing",INSTALLMENT,"Personal Loan",Requested,0,"23,591,000",308,0,0
"January 2024",PF009690,"Private Financing",INSTALLMENT,"Business Loan",Active,"36,130,000",0,33,"1,094,848","1,040,000"
"January 2024",PF010260,"Private Financing",INSTALLMENT,"Benefit Loan",Active,"187,300",0,10,"18,730","18,000"
"January 2024",PF012460,"Private Financing",INSTALLMENT,"Short Term Loan",Active,"1,706,969,000",0,"273,888","6,232","4,500"
"January 2024",PF012770,"Private Financing",INSTALLMENT,"Salary loan",Active,"1,508,166",0,62,"24,325","23,530"
"January 2024",PF014020,"Private Financing",INSTALLMENT,"Vehicle Loan",Requested,0,"120,081,900",99,0,0
"January 2024",PF014750,"Private Financing",INSTALLMENT,"Equipment leasing",Active,"2,533,039",0,5,"506,608","257,481"
"January 2024",PF014830,"Private Financing",INSTALLMENT,"Personal Loan",Requested,0,"425,000",12,0,0
"January 2024",PF014980,"Private Financing",INSTALLMENT,"Personal Loan",Active,"4,106,100",0,366,"11,219","10,100"
"January 2024",PF015180,"Private Financing","CREDIT CARD","Credit Card",Requested,0,"25,238,000",55,0,0
"January 2024",PF015360,"Private Financing",INSTALLMENT,"Salary loan",Active,"65,597,300",0,"2,389","27,458","16,933"
"January 2024",PF015390,"Private Financing",INSTALLMENT,"Personal Loan",Active,"150,000",0,1,"150,000","150,000"
"January 2024",PF015490,"Private Financing",INSTALLMENT,"Salary loan",Active,"959,350",0,6,"159,892","168,000"
"January 2024",PF015710,"Private Financing",NON-INSTALLMENT,"Credit Line",Active,"110,000",0,11,"10,000","10,000"
"January 2024",PF015890,"Private Financing",INSTALLMENT,"Personal Loan",Active,"375,000",0,41,"9,146","10,000"
"January 2024",PF016020,"Private Financing",NON-INSTALLMENT,"Credit Line",Closed,"12,219,200",0,"29,393",416,200
"January 2024",PF016050,"Private Financing",NON-INSTALLMENT,"Credit Line",Requested,0,"64,033,200",367,0,0
"January 2024",PF016480,"Private Financing",INSTALLMENT,"Personal Loan",Active,"90,000",0,2,"45,000","45,000"
"January 2024",PF016660,"Private Financing",INSTALLMENT,"Personal Loan",Active,"1,071,160",0,46,"23,286","20,000"
"January 2024",PF016720,"Private Financing",INSTALLMENT,"Business Loan",Requested,0,"7,380,000",99,0,0
"January 2024",PF016770,"Private Financing",INSTALLMENT,"Vehicle Loan",Active,"7,659,340",0,21,"364,730","100,000"
"January 2024",PF016800,"Private Financing",INSTALLMENT,"Salary loan",Active,"123,000",0,10,"12,300","11,500"
"January 2024",PF016950,"Private Financing",INSTALLMENT,"Unsecured loan",Active,"23,466,084",0,866,"27,097","11,244"
"January 2024",PF016970,"Private Financing",INSTALLMENT,"Personal Loan",Active,"535,000",0,30,"17,833","15,500"
"January 2024",PF016980,"Private Financing",INSTALLMENT,"Vehicle Loan",Active,"18,500",0,1,"18,500","18,500"
"January 2024",PF016990,"Private Financing",INSTALLMENT,"Vehicle Loan",Active,"150,000",0,1,"150,000","150,000"
"January 2024",PF017000,"Private Financing",INSTALLMENT,"Salary loan",Active,"287,000",0,12,"23,917","20,000"
"January 2024",PF017110,"Private Financing",INSTALLMENT,"Personal Loan",Active,"27,000",0,6,"4,500","5,000"
"January 2024",PF017130,"Private Financing",INSTALLMENT,"Business Loan",Active,"2,684,640",0,189,"14,204","13,260"
"January 2024",PF017290,"Private Financing",INSTALLMENT,"Salary loan",Active,"168,783",0,5,"33,757","31,000"
"January 2024",PF017320,"Private Financing",INSTALLMENT,"Term Loan",Active,"315,530,396",0,"322,609",978,509
"January 2024",PF017590,"Private Financing",INSTALLMENT,"Benefit Loan",Requested,0,0,4,0,0
"January 2024",PF017630,"Private Financing",INSTALLMENT,"Term Loan",Active,"295,000",0,6,"49,167","42,500"
"January 2024",PF017670,"Private Financing",INSTALLMENT,"Term Loan",Active,"215,000",0,8,"26,875","32,500"
"January 2024",PF017710,"Private Financing",INSTALLMENT,"Vehicle Loan",Active,"320,000",0,1,"320,000","320,000"
"January 2024",PF017740,"Private Financing",INSTALLMENT,"Business Loan",Active,"63,487,270",0,567,"111,970","50,000"
"January 2024",PF017770,"Private Financing",INSTALLMENT,"Personal Loan",Requested,0,0,"25,267",0,0
"January 2024",PF017810,"Private Financing",INSTALLMENT,"Short Term Loan",Active,"5,387,500",0,"1,740","3,096","2,000"
"January 2024",PF017820,"Private Financing",INSTALLMENT,"Term Loan",Active,"57,600",0,1,"57,600","57,600"
"January 2024",PF017830,"Private Financing",INSTALLMENT,"Term Loan",Active,"36,000",0,2,"18,000","18,000"
"January 2024",PF017920,"Private Financing",INSTALLMENT,"Unsecured loan",Active,"2,045,000",0,22,"92,955","30,000"
"January 2024",PF017930,"Private Financing",INSTALLMENT,"Vehicle Loan",Active,"197,874,366",0,"2,456","80,568","77,368"
"January 2024",PF017970,"Private Financing",INSTALLMENT,"Personal Loan",Active,"42,433,788",0,"4,376","9,697","5,000"
"January 2024",PF017980,"Private Financing",INSTALLMENT,"Equipment leasing",Active,"132,111,125",0,35,"3,774,604","2,250,000"
